,SettlementPoint,Year,Month,AveragePrice
576,LZ_SOUTH,2016,1,19.48172043010753
577,LZ_SOUTH,2016,2,15.935862068965523
578,LZ_SOUTH,2016,3,19.521144010767156
579,LZ_SOUTH,2016,4,20.73800000000002
580,LZ_SOUTH,2016,5,20.69174731182796
581,LZ_SOUTH,2016,6,27.47165277777775
582,LZ_SOUTH,2016,7,28.88958333333334
583,LZ_SOUTH,2016,8,31.82330645161287
584,LZ_SOUTH,2016,9,28.76201388888887
585,LZ_SOUTH,2016,10,30.03103494623656
586,LZ_SOUTH,2016,11,20.633388888888888
587,LZ_SOUTH,2016,12,26.32684139784947
588,LZ_SOUTH,2017,1,25.15548387096773
589,LZ_SOUTH,2017,2,21.793690476190488
590,LZ_SOUTH,2017,3,26.528209959623116
591,LZ_SOUTH,2017,4,28.549888888888887
592,LZ_SOUTH,2017,5,29.979731182795668
593,LZ_SOUTH,2017,6,36.783444444444456
594,LZ_SOUTH,2017,7,34.19329301075271
595,LZ_SOUTH,2017,8,33.45784946236564
596,LZ_SOUTH,2017,9,28.33034722222221
597,LZ_SOUTH,2017,10,28.464018817204334
598,LZ_SOUTH,2017,11,27.86572222222222
599,LZ_SOUTH,2017,12,25.40422043010751
600,LZ_SOUTH,2018,1,46.13256720430113
601,LZ_SOUTH,2018,2,25.197038690476194
602,LZ_SOUTH,2018,3,26.759973082099577
603,LZ_SOUTH,2018,4,28.186972222222227
604,LZ_SOUTH,2018,5,41.27442204301073
605,LZ_SOUTH,2018,6,32.258680555555515
606,LZ_SOUTH,2018,7,80.44756720430111
607,LZ_SOUTH,2018,8,33.690631720430126
608,LZ_SOUTH,2018,9,28.383763888888897
609,LZ_SOUTH,2018,10,32.12697580645161
610,LZ_SOUTH,2018,11,33.54448611111104
611,LZ_SOUTH,2018,12,32.11272849462366
612,LZ_SOUTH,2019,1,27.057903225806513
613,LZ_SOUTH,2019,2,23.72895833333334
614,LZ_SOUTH,2019,3,30.529488559892318
615,LZ_SOUTH,2019,4,27.14783333333334
616,LZ_SOUTH,2019,5,27.210994623655925
617,LZ_SOUTH,2019,6,27.259597222222187
618,LZ_SOUTH,2019,7,31.13216397849467
619,LZ_SOUTH,2019,8,127.1090188172042
620,LZ_SOUTH,2019,9,81.00911111111105
621,LZ_SOUTH,2019,10,32.94211021505377
622,LZ_SOUTH,2019,11,25.80370833333333
623,LZ_SOUTH,2019,12,19.786881720430113
624,LZ_WEST,2016,1,19.51926075268816
625,LZ_WEST,2016,2,15.044482758620699
626,LZ_WEST,2016,3,16.00265141318978
627,LZ_WEST,2016,4,17.153666666666663
628,LZ_WEST,2016,5,17.737526881720434
629,LZ_WEST,2016,6,23.48876388888888
630,LZ_WEST,2016,7,27.178790322580664
631,LZ_WEST,2016,8,30.01056451612905
632,LZ_WEST,2016,9,26.767666666666685
633,LZ_WEST,2016,10,25.182258064516123
634,LZ_WEST,2016,11,19.343138888888898
635,LZ_WEST,2016,12,25.165819892473102
636,LZ_WEST,2017,1,23.231370967741938
637,LZ_WEST,2017,2,18.47705357142856
638,LZ_WEST,2017,3,20.251197846567983
639,LZ_WEST,2017,4,20.388569444444446
640,LZ_WEST,2017,5,22.86779569892472
641,LZ_WEST,2017,6,27.51231944444447
642,LZ_WEST,2017,7,31.130174731182798
643,LZ_WEST,2017,8,27.213911290322564
644,LZ_WEST,2017,9,27.011777777777755
645,LZ_WEST,2017,10,22.173319892473113
646,LZ_WEST,2017,11,22.152916666666673
647,LZ_WEST,2017,12,21.87225806451613
648,LZ_WEST,2018,1,37.29330645161292
649,LZ_WEST,2018,2,22.12410714285712
650,LZ_WEST,2018,3,22.30162853297446
651,LZ_WEST,2018,4,21.128125000000004
652,LZ_WEST,2018,5,49.600120967741965
653,LZ_WEST,2018,6,57.96752777777783
654,LZ_WEST,2018,7,101.47096774193538
655,LZ_WEST,2018,8,33.28985215053763
656,LZ_WEST,2018,9,27.10109722222224
657,LZ_WEST,2018,10,30.004556451612874
658,LZ_WEST,2018,11,31.22402777777777
659,LZ_WEST,2018,12,34.98084677419353
660,LZ_WEST,2019,1,27.461532258064498
661,LZ_WEST,2019,2,22.798958333333317
662,LZ_WEST,2019,3,31.282960969044446
663,LZ_WEST,2019,4,21.699236111111095
664,LZ_WEST,2019,5,28.8519892473118
665,LZ_WEST,2019,6,32.02677777777779
666,LZ_WEST,2019,7,32.07568548387098
667,LZ_WEST,2019,8,128.87646505376352
668,LZ_WEST,2019,9,83.471138888889
669,LZ_WEST,2019,10,49.38336021505375
670,LZ_WEST,2019,11,49.34084722222219
671,LZ_WEST,2019,12,39.502594086021524
672,HB_PAN,2019,4,16.54876666666666
673,HB_PAN,2019,5,16.414327956989226
674,HB_PAN,2019,6,20.731319444444456
675,HB_PAN,2019,7,28.384569892473117
676,HB_PAN,2019,8,124.9917338709677
677,HB_PAN,2019,9,72.85329166666678
678,HB_PAN,2019,10,18.71676075268816
679,HB_PAN,2019,11,11.661291666666664
680,HB_PAN,2019,12,8.81724462365592
