,SettlementPoint,Year,HourlyVolatility
0,HB_WEST,2016,0.20901424363512985
1,HB_WEST,2017,0.2476133519076285
2,HB_WEST,2018,0.30249420060786786
3,HB_WEST,2019,0.63157834275754
